# An isolated stratocumulus water cloud out of the entire cloud field of rico.20.smagorinsky/MISR01/An
122,106,39      # nx,ny,nz
104,29,13,0.67827,17.261
104,29,14,0.17605,17.425
104,30,3,0.03864,12.521
104,30,4,0.09355,13.314
104,30,5,0.22767,14.001
104,30,6,0.32071,14.607
104,30,7,0.39519,15.106
104,30,8,0.32514,15.532
104,30,9,0.33587,15.904
104,30,10,0.27030,16.321
104,30,11,0.57832,16.756
104,30,12,0.52279,17.022
104,30,13,0.83157,17.261
104,30,14,0.41784,17.425
104,31,3,0.01825,12.521
104,31,4,0.07563,13.314
104,31,5,0.20966,14.001
104,31,6,0.27141,14.607
104,31,7,0.34467,15.106
104,31,8,0.28123,15.532
104,31,9,0.26657,15.904
104,31,10,0.36502,16.321
104,31,11,0.62719,16.756
104,31,12,0.52708,17.022
104,31,13,0.93598,17.261
104,31,14,0.63978,17.425
104,32,4,0.06246,13.314
104,32,5,0.16871,14.001
104,32,6,0.21464,14.607
104,32,7,0.21539,15.106
104,32,9,0.06248,15.904
104,32,10,0.36283,16.321
104,32,11,0.63740,16.756
104,32,12,0.55190,17.022
104,32,13,1.02960,17.261
104,32,14,0.61684,17.425
104,33,4,0.06018,13.314
104,33,5,0.09529,14.001
104,33,6,0.17252,14.607
104,33,7,0.09993,15.106
104,33,10,0.28826,16.321
104,33,11,0.58561,16.756
104,33,12,0.57602,17.022
104,33,13,1.01250,17.261
104,33,14,0.38969,17.425
104,34,4,0.06374,13.314
104,34,5,0.01520,14.001
104,34,6,0.10675,14.607
104,34,7,0.00598,15.106
104,34,10,0.27757,16.321
104,34,11,0.52370,16.756
104,34,12,0.58604,17.022
104,34,13,0.78613,17.261
104,34,14,0.15458,17.425
104,35,4,0.04430,13.314
104,35,6,0.01383,14.607
104,35,10,0.22351,16.321
104,35,11,0.43961,16.756
104,35,12,0.46772,17.022
104,35,13,0.21637,17.261
104,36,4,0.01063,13.314
104,36,10,0.05235,16.321
104,36,11,0.30706,16.756
104,36,12,0.03774,17.022
104,52,3,0.04187,12.521
104,53,3,0.00631,12.521
104,64,26,0.04163,19.304
104,64,27,0.49911,19.491
104,64,28,0.36111,19.688
104,65,26,0.28740,19.304
104,65,27,0.95509,19.491
104,65,28,1.12350,19.688
104,65,29,0.20202,19.947
104,66,26,0.42211,19.304
104,66,27,0.88899,19.491
104,66,28,1.23150,19.688
104,66,29,0.40511,19.947
104,67,26,0.36004,19.304
104,67,27,0.95390,19.491
104,67,28,1.16720,19.688
104,67,29,0.37662,19.947
104,68,17,0.00290,17.990
104,68,18,0.00107,18.176
104,68,26,0.33103,19.304
104,68,27,0.96212,19.491
104,68,28,0.99052,19.688
104,68,29,0.26037,19.947
104,69,22,0.03091,18.573
104,69,25,0.00486,19.069
104,69,26,0.44969,19.304
104,69,27,1.04400,19.491
104,69,28,0.83146,19.688
104,69,29,0.08584,19.947
104,70,17,0.07622,17.990
104,70,18,0.18488,18.176
104,70,19,0.15119,18.325
104,70,21,0.00971,18.506
104,70,22,0.25599,18.573
104,70,23,0.08815,18.698
104,70,25,0.05162,19.069
104,70,26,0.53465,19.304
104,70,27,1.11120,19.491
104,70,28,0.78069,19.688
104,71,16,0.01170,17.794
104,71,17,0.23130,17.990
104,71,18,0.25837,18.176
104,71,19,0.30612,18.325
104,71,20,0.31869,18.425
104,71,21,0.05327,18.506
104,71,22,0.27875,18.573
104,71,23,0.41236,18.698
104,71,24,0.01239,18.846
104,71,25,0.06561,19.069
104,71,26,0.52767,19.304
104,71,27,1.02690,19.491
104,71,28,0.55652,19.688
104,72,17,0.01302,17.990
104,72,19,0.06834,18.325
104,72,20,0.40713,18.425
104,72,21,0.34246,18.506
104,72,22,0.41019,18.573
104,72,23,0.37857,18.698
104,72,24,0.04129,18.846
104,72,25,0.09680,19.069
104,72,26,0.52599,19.304
104,72,27,0.72351,19.491
104,72,28,0.24413,19.688
104,73,20,0.14472,18.425
104,73,21,0.20696,18.506
104,73,22,0.18945,18.573
104,73,23,0.15827,18.698
104,73,24,0.06771,18.846
104,73,25,0.06269,19.069
104,73,26,0.43546,19.304
104,73,27,0.46084,19.491
104,73,28,0.04033,19.688
104,74,22,0.02655,18.573
104,74,23,0.28003,18.698
104,74,24,0.21068,18.846
104,74,26,0.26818,19.304
104,74,27,0.29456,19.491
104,75,23,0.34510,18.698
104,75,24,0.22469,18.846
104,75,26,0.00289,19.304
104,76,23,0.32879,18.698
104,77,23,0.29693,18.698
104,78,23,0.00413,18.698
104,78,24,0.23073,18.846
104,78,25,0.13143,19.069
104,78,26,0.08105,19.304
104,78,27,0.02950,19.491
104,79,23,0.01665,18.698
104,79,24,0.28396,18.846
104,79,25,0.44493,19.069
104,79,26,0.45597,19.304
104,79,27,0.51814,19.491
104,79,28,0.16034,19.688
104,80,23,0.06053,18.698
104,80,24,0.18611,18.846
104,80,25,0.26904,19.069
104,80,26,0.33930,19.304
104,80,27,0.55354,19.491
104,80,28,0.56865,19.688
104,81,22,0.04889,18.573
104,81,23,0.14038,18.698
104,81,24,0.14495,18.846
104,81,25,0.17069,19.069
104,81,26,0.38618,19.304
104,81,27,0.60347,19.491
104,81,28,0.71309,19.688
104,82,22,0.01086,18.573
104,82,23,0.09218,18.698
104,82,24,0.05736,18.846
104,82,25,0.21733,19.069
104,82,26,0.42961,19.304
104,82,27,0.50364,19.491
104,82,28,0.55990,19.688
104,83,23,0.02137,18.698
104,83,24,0.10357,18.846
104,83,25,0.30782,19.069
104,83,26,0.38527,19.304
104,83,27,0.38576,19.491
104,83,28,0.36227,19.688
104,84,23,0.02986,18.698
104,84,24,0.09580,18.846
104,84,25,0.10570,19.069
104,84,26,0.00340,19.304
104,84,27,0.17773,19.491
104,84,28,0.05047,19.688
104,86,23,0.01359,18.698
104,87,20,0.03983,18.425
104,87,22,0.00278,18.573
104,87,23,0.01843,18.698
104,88,19,0.00731,18.325
104,88,20,0.12898,18.425
104,88,21,0.09168,18.506
104,88,22,0.00864,18.573
104,89,20,0.07180,18.425
104,89,21,0.19263,18.506
104,89,22,0.10344,18.573
104,90,20,0.09137,18.425
104,90,21,0.23904,18.506
104,90,22,0.20412,18.573
104,90,23,0.08690,18.698
104,91,19,0.05224,18.325
104,91,20,0.15949,18.425
104,91,21,0.21379,18.506
104,91,22,0.08584,18.573
104,92,19,0.03220,18.325
104,92,20,0.15020,18.425
104,92,21,0.24052,18.506
104,92,22,0.00927,18.573
104,93,20,0.10493,18.425
104,93,21,0.07566,18.506
105,1,7,0.08292,15.106
105,1,8,0.03059,15.532
105,2,7,0.05254,15.106
105,2,8,0.06847,15.532
105,13,3,0.00392,12.521
105,13,4,0.01364,13.314
105,13,6,0.02640,14.607
105,14,3,0.02770,12.521
105,14,4,0.03365,13.314
105,14,5,0.01497,14.001
105,15,3,0.01802,12.521
105,15,4,0.09347,13.314
105,15,5,0.11028,14.001
105,16,3,0.01098,12.521
105,16,4,0.10289,13.314
105,16,5,0.21739,14.001
105,17,3,0.01875,12.521
105,17,4,0.07923,13.314
105,17,5,0.25081,14.001
105,17,6,0.07242,14.607
105,18,3,0.02872,12.521
105,18,4,0.07369,13.314
105,18,5,0.22752,14.001
105,18,6,0.13148,14.607
105,19,3,0.03003,12.521
105,19,4,0.10135,13.314
105,19,5,0.24559,14.001
105,19,6,0.12385,14.607
105,20,3,0.02468,12.521
105,20,4,0.12148,13.314
105,20,5,0.26606,14.001
105,20,6,0.07429,14.607
105,21,3,0.02218,12.521
105,21,4,0.08563,13.314
105,21,5,0.22829,14.001
105,21,6,0.06229,14.607
105,22,3,0.01626,12.521
105,22,4,0.03076,13.314
105,22,5,0.18932,14.001
105,22,6,0.19231,14.607
105,22,7,0.12092,15.106
105,22,8,0.19426,15.532
105,22,9,0.29256,15.904
105,22,10,0.01176,16.321
105,23,3,0.00821,12.521
105,23,4,0.00910,13.314
105,23,5,0.18768,14.001
105,23,6,0.33637,14.607
105,23,7,0.39012,15.106
105,23,8,0.38867,15.532
105,23,9,0.54941,15.904
105,23,10,0.27707,16.321
105,24,3,0.00333,12.521
105,24,4,0.01188,13.314
105,24,5,0.17741,14.001
105,24,6,0.34887,14.607
105,24,7,0.42820,15.106
105,24,8,0.49459,15.532
105,24,9,0.49891,15.904
105,24,10,0.56529,16.321
105,24,11,0.08959,16.756
105,25,3,0.00253,12.521
105,25,4,0.03601,13.314
105,25,5,0.18153,14.001
105,25,6,0.32751,14.607
105,25,7,0.37735,15.106
105,25,8,0.47779,15.532
105,25,9,0.49637,15.904
105,25,10,0.58355,16.321
105,25,11,0.41446,16.756
105,25,12,0.05630,17.022
105,26,3,0.00813,12.521
105,26,4,0.08260,13.314
105,26,5,0.22529,14.001
105,26,6,0.33754,14.607
105,26,7,0.39728,15.106
105,26,8,0.44990,15.532
105,26,9,0.52442,15.904
105,26,10,0.50143,16.321
105,26,11,0.56719,16.756
105,26,12,0.39998,17.022
105,26,13,0.00394,17.261
105,27,3,0.02346,12.521
105,27,4,0.12558,13.314
105,27,5,0.24136,14.001
105,27,6,0.33132,14.607
105,27,7,0.41940,15.106
105,27,8,0.47376,15.532
105,27,9,0.47431,15.904
105,27,10,0.47098,16.321
105,27,11,0.55658,16.756
105,27,12,0.54914,17.022
105,27,13,0.22078,17.261
105,28,3,0.04649,12.521
105,28,4,0.14149,13.314
105,28,5,0.20818,14.001
105,28,6,0.29739,14.607
105,28,7,0.39656,15.106
105,28,8,0.46184,15.532
105,28,9,0.46192,15.904
105,28,10,0.48144,16.321
105,28,11,0.53485,16.756
105,28,12,0.63835,17.022
105,28,13,0.53501,17.261
105,28,14,0.07248,17.425
105,29,3,0.05734,12.521
105,29,4,0.12616,13.314
105,29,5,0.15393,14.001
105,29,6,0.27413,14.607
105,29,7,0.39245,15.106
105,29,8,0.40198,15.532
105,29,9,0.47105,15.904
105,29,10,0.41574,16.321
105,29,11,0.55702,16.756
105,29,12,0.63942,17.022
105,29,13,0.72212,17.261
105,29,14,0.27193,17.425
105,30,3,0.03584,12.521
105,30,4,0.08675,13.314
105,30,5,0.12265,14.001
105,30,6,0.23865,14.607
105,30,7,0.38390,15.106
105,30,8,0.42017,15.532
105,30,9,0.40992,15.904
105,30,10,0.33439,16.321
105,30,11,0.56800,16.756
105,30,12,0.59692,17.022
105,30,13,0.73649,17.261
105,30,14,0.56635,17.425
105,31,4,0.04753,13.314
105,31,5,0.13303,14.001
105,31,6,0.22375,14.607
105,31,7,0.35232,15.106
105,31,8,0.35447,15.532
105,31,9,0.31802,15.904
105,31,10,0.35908,16.321
105,31,11,0.59343,16.756
105,31,12,0.56740,17.022
105,31,13,0.73673,17.261
105,31,14,0.72406,17.425
105,32,4,0.04536,13.314
105,32,5,0.16180,14.001
105,32,6,0.23147,14.607
105,32,7,0.28245,15.106
105,32,8,0.07128,15.532
105,32,9,0.14013,15.904
105,32,10,0.34913,16.321
105,32,11,0.58797,16.756
105,32,12,0.59022,17.022
105,32,13,0.82384,17.261
105,32,14,0.66651,17.425
105,33,4,0.06672,13.314
105,33,5,0.12206,14.001
105,33,6,0.22771,14.607
105,33,7,0.13304,15.106
105,33,9,0.04266,15.904
105,33,10,0.26262,16.321
105,33,11,0.53115,16.756
105,33,12,0.63470,17.022
105,33,13,0.86064,17.261
105,33,14,0.44526,17.425
105,34,4,0.06413,13.314
105,34,5,0.00468,14.001
105,34,6,0.20823,14.607
105,34,7,0.04624,15.106
105,34,9,0.00197,15.904
105,34,10,0.20047,16.321
105,34,11,0.47744,16.756
105,34,12,0.65234,17.022
105,34,13,0.68534,17.261
105,34,14,0.12421,17.425
105,35,4,0.01770,13.314
105,35,6,0.12555,14.607
105,35,10,0.11058,16.321
105,35,11,0.42258,16.756
105,35,12,0.49552,17.022
105,35,13,0.23731,17.261
105,36,6,0.02663,14.607
105,36,10,0.06572,16.321
105,36,11,0.34873,16.756
105,36,12,0.09067,17.022
105,37,10,0.00437,16.321
105,37,11,0.09468,16.756
105,51,3,0.01505,12.521
105,52,3,0.01405,12.521
105,64,27,0.22834,19.491
105,64,28,0.14296,19.688
105,65,26,0.12085,19.304
105,65,27,0.90227,19.491
105,65,28,1.08090,19.688
105,65,29,0.08189,19.947
105,66,26,0.22732,19.304
105,66,27,0.87920,19.491
105,66,28,1.38040,19.688
105,66,29,0.36555,19.947
105,67,26,0.20911,19.304
105,67,27,0.95247,19.491
105,67,28,1.17350,19.688
105,67,29,0.32423,19.947
105,68,26,0.14889,19.304
105,68,27,0.97228,19.491
105,68,28,0.92431,19.688
105,68,29,0.21750,19.947
105,69,26,0.18845,19.304
105,69,27,0.78946,19.491
105,69,28,0.65770,19.688
105,69,29,0.04086,19.947
105,70,21,0.01786,18.506
105,70,22,0.10683,18.573
105,70,26,0.30002,19.304
105,70,27,0.60900,19.491
105,70,28,0.33969,19.688
105,71,17,0.01279,17.990
105,71,18,0.13085,18.176
105,71,19,0.22556,18.325
105,71,20,0.23410,18.425
105,71,21,0.15587,18.506
105,71,22,0.35376,18.573
105,71,23,0.16552,18.698
105,71,26,0.25350,19.304
105,71,27,0.41267,19.491
105,71,28,0.11921,19.688
105,72,18,0.01772,18.176
105,72,19,0.24200,18.325
105,72,20,0.45471,18.425
105,72,21,0.41097,18.506
105,72,22,0.36255,18.573
105,72,23,0.09853,18.698
105,72,26,0.10097,19.304
105,72,27,0.11666,19.491
105,73,20,0.05468,18.425
105,73,21,0.05322,18.506
105,73,22,0.01122,18.573
105,74,23,0.07317,18.698
105,75,23,0.19156,18.698
105,75,24,0.17500,18.846
105,76,23,0.17591,18.698
105,77,23,0.15953,18.698
105,78,24,0.05615,18.846
105,78,25,0.02813,19.069
105,78,26,0.25233,19.304
105,78,27,0.25363,19.491
105,79,23,0.04350,18.698
105,79,24,0.13392,18.846
105,79,25,0.09229,19.069
105,79,26,0.24293,19.304
105,79,27,0.56532,19.491
105,79,28,0.49022,19.688
105,80,23,0.10763,18.698
105,80,24,0.10870,18.846
105,80,26,0.16940,19.304
105,80,27,0.46028,19.491
105,80,28,0.66006,19.688
105,80,29,0.05150,19.947
105,81,22,0.00532,18.573
105,81,23,0.06647,18.698
105,81,24,0.01658,18.846
105,81,25,0.03288,19.069
105,81,26,0.32298,19.304
105,81,27,0.57577,19.491
105,81,28,0.79219,19.688
105,81,29,0.09184,19.947
105,82,24,0.01404,18.846
105,82,25,0.19376,19.069
105,82,26,0.41958,19.304
105,82,27,0.60468,19.491
105,82,28,0.75694,19.688
105,82,29,0.06881,19.947
105,83,24,0.01571,18.846
105,83,25,0.19590,19.069
105,83,26,0.27191,19.304
105,83,27,0.52473,19.491
105,83,28,0.66089,19.688
105,83,29,0.01665,19.947
105,84,25,0.01329,19.069
105,84,27,0.36813,19.491
105,84,28,0.29546,19.688
105,88,19,0.04796,18.325
105,88,20,0.09302,18.425
105,88,21,0.01060,18.506
105,88,22,0.06587,18.573
105,88,23,0.12275,18.698
105,89,19,0.01031,18.325
105,89,20,0.01156,18.425
105,89,21,0.04869,18.506
105,89,22,0.11393,18.573
105,89,23,0.00965,18.698
105,90,21,0.12560,18.506
105,90,22,0.25541,18.573
105,90,23,0.09381,18.698
105,91,20,0.00166,18.425
105,91,21,0.06246,18.506
105,91,22,0.00923,18.573
105,92,19,0.02807,18.325
105,92,20,0.07154,18.425
105,92,21,0.16848,18.506
105,93,20,0.17233,18.425
105,93,21,0.06445,18.506
105,94,20,0.08380,18.425
105,94,21,0.16808,18.506
106,1,7,0.07244,15.106
106,1,8,0.09948,15.532
106,2,8,0.23600,15.532
106,3,8,0.04286,15.532
106,13,3,0.01327,12.521
106,13,4,0.00902,13.314
106,14,3,0.02749,12.521
106,14,4,0.03509,13.314
106,15,3,0.01968,12.521
106,15,4,0.09405,13.314
106,15,5,0.05768,14.001
106,16,3,0.01565,12.521
106,16,4,0.11216,13.314
106,16,5,0.14187,14.001
106,17,3,0.02168,12.521
106,17,4,0.11836,13.314
106,17,5,0.17082,14.001
106,17,6,0.02961,14.607
106,18,3,0.02278,12.521
106,18,4,0.11895,13.314
106,18,5,0.14630,14.001
106,18,6,0.04551,14.607
106,19,3,0.01991,12.521
106,19,4,0.11371,13.314
106,19,5,0.15586,14.001
106,19,6,0.01297,14.607
106,20,3,0.02253,12.521
106,20,4,0.11763,13.314
106,20,5,0.18916,14.001
106,21,3,0.02811,12.521
106,21,4,0.11035,13.314
106,21,5,0.19080,14.001
106,21,6,0.00432,14.607
106,22,3,0.02680,12.521
106,22,4,0.07695,13.314
106,22,5,0.19037,14.001
106,22,6,0.13565,14.607
106,22,7,0.02006,15.106
106,22,8,0.04398,15.532
106,22,9,0.08518,15.904
106,23,3,0.01933,12.521
106,23,4,0.05001,13.314
106,23,5,0.20808,14.001
106,23,6,0.33669,14.607
106,23,7,0.33282,15.106
106,23,8,0.25141,15.532
106,23,9,0.45314,15.904
106,23,10,0.19240,16.321
106,24,3,0.01441,12.521
106,24,4,0.04584,13.314
106,24,5,0.20726,14.001
106,24,6,0.36314,14.607
106,24,7,0.47513,15.106
106,24,8,0.43501,15.532
106,24,9,0.56848,15.904
106,24,10,0.58746,16.321
106,24,11,0.29911,16.756
106,25,3,0.01166,12.521
106,25,4,0.05685,13.314
106,25,5,0.18940,14.001
106,25,6,0.31081,14.607
106,25,7,0.40793,15.106
106,25,8,0.55427,15.532
106,25,9,0.56359,15.904
106,25,10,0.68224,16.321
106,25,11,0.62095,16.756
106,25,12,0.38020,17.022
106,26,3,0.01012,12.521
106,26,4,0.08546,13.314
106,26,5,0.20587,14.001
106,26,6,0.30291,14.607
106,26,7,0.39499,15.106
106,26,8,0.50939,15.532
106,26,9,0.63894,15.904
106,26,10,0.64427,16.321
106,26,11,0.66144,16.756
106,26,12,0.61773,17.022
106,26,13,0.04937,17.261
106,27,3,0.01561,12.521
106,27,4,0.12107,13.314
106,27,5,0.22172,14.001
106,27,6,0.31456,14.607
106,27,7,0.42411,15.106
106,27,8,0.49504,15.532
106,27,9,0.59101,15.904
106,27,10,0.64295,16.321
106,27,11,0.61944,16.756
106,27,12,0.67790,17.022
106,27,13,0.29622,17.261
106,28,3,0.02534,12.521
106,28,4,0.13324,13.314
106,28,5,0.17497,14.001
106,28,6,0.27170,14.607
106,28,7,0.38757,15.106
106,28,8,0.51226,15.532
106,28,9,0.54323,15.904
106,28,10,0.60637,16.321
106,28,11,0.59145,16.756
106,28,12,0.65872,17.022
106,28,13,0.62512,17.261
106,28,14,0.06160,17.425
106,29,3,0.03313,12.521
106,29,4,0.10752,13.314
106,29,5,0.11767,14.001
106,29,6,0.19403,14.607
106,29,7,0.30254,15.106
106,29,8,0.44077,15.532
106,29,9,0.57035,15.904
106,29,10,0.52302,16.321
106,29,11,0.57874,16.756
106,29,12,0.57412,17.022
106,29,13,0.76732,17.261
106,29,14,0.26826,17.425
106,30,4,0.05231,13.314
106,30,5,0.08412,14.001
106,30,6,0.14760,14.607
106,30,7,0.23781,15.106
106,30,8,0.36222,15.532
106,30,9,0.49887,15.904
106,30,10,0.45596,16.321
106,30,11,0.55418,16.756
106,30,12,0.54302,17.022
106,30,13,0.76889,17.261
106,30,14,0.49521,17.425
106,31,4,0.03080,13.314
106,31,5,0.06967,14.001
106,31,6,0.15659,14.607
106,31,7,0.24684,15.106
106,31,8,0.30787,15.532
106,31,9,0.39394,15.904
106,31,10,0.40973,16.321
106,31,11,0.54063,16.756
106,31,12,0.56151,17.022
106,31,13,0.80291,17.261
106,31,14,0.52859,17.425
106,32,4,0.04440,13.314
106,32,5,0.10082,14.001
106,32,6,0.19476,14.607
106,32,7,0.26952,15.106
106,32,8,0.18065,15.532
106,32,9,0.30593,15.904
106,32,10,0.39858,16.321
106,32,11,0.55319,16.756
106,32,12,0.63032,17.022
106,32,13,0.86397,17.261
106,32,14,0.43068,17.425
106,33,4,0.06310,13.314
106,33,5,0.09872,14.001
106,33,6,0.23731,14.607
106,33,7,0.16891,15.106
106,33,8,0.11436,15.532
106,33,9,0.26571,15.904
106,33,10,0.36457,16.321
106,33,11,0.54418,16.756
106,33,12,0.72750,17.022
106,33,13,0.84267,17.261
106,33,14,0.24484,17.425
106,34,4,0.04232,13.314
106,34,6,0.20825,14.607
106,34,7,0.04006,15.106
106,34,8,0.06332,15.532
106,34,9,0.12765,15.904
106,34,10,0.24231,16.321
106,34,11,0.48658,16.756
106,34,12,0.76232,17.022
106,34,13,0.67363,17.261
106,34,14,0.04557,17.425
106,35,6,0.07242,14.607
106,35,10,0.05930,16.321
106,35,11,0.42426,16.756
106,35,12,0.64690,17.022
106,35,13,0.30043,17.261
106,36,10,0.02387,16.321
106,36,11,0.39645,16.756
106,36,12,0.31949,17.022
106,37,10,0.04540,16.321
106,37,11,0.32292,16.756
106,37,12,0.04831,17.022
106,51,3,0.00958,12.521
106,65,27,0.11420,19.491
106,65,28,0.10576,19.688
106,66,27,0.37549,19.491
106,66,28,0.50379,19.688
106,67,26,0.05152,19.304
106,67,27,0.49293,19.491
106,67,28,0.48878,19.688
106,68,26,0.00165,19.304
106,68,27,0.47248,19.491
106,68,28,0.30604,19.688
106,69,27,0.30355,19.491
106,69,28,0.11871,19.688
106,70,27,0.06087,19.491
106,71,18,0.00887,18.176
106,71,19,0.17425,18.325
106,71,20,0.28324,18.425
106,71,21,0.30590,18.506
106,71,22,0.09642,18.573
106,72,19,0.17357,18.325
106,72,20,0.31603,18.425
106,72,21,0.22164,18.506
106,72,22,0.00390,18.573
106,77,23,0.02655,18.698
106,77,26,0.03989,19.304
106,77,27,0.00942,19.491
106,78,25,0.10920,19.069
106,78,26,0.30535,19.304
106,78,27,0.35232,19.491
106,78,28,0.15188,19.688
106,79,24,0.02578,18.846
106,79,26,0.18944,19.304
106,79,27,0.38926,19.491
106,79,28,0.68057,19.688
106,79,29,0.22300,19.947
106,80,26,0.26420,19.304
106,80,27,0.42223,19.491
106,80,28,0.65359,19.688
106,80,29,0.20386,19.947
106,81,25,0.05339,19.069
106,81,26,0.39892,19.304
106,81,27,0.54403,19.491
106,81,28,0.72796,19.688
106,81,29,0.14135,19.947
106,82,25,0.08704,19.069
106,82,26,0.32685,19.304
106,82,27,0.60189,19.491
106,82,28,0.76518,19.688
106,82,29,0.12428,19.947
106,83,26,0.05951,19.304
106,83,27,0.48668,19.491
106,83,28,0.74355,19.688
106,83,29,0.09114,19.947
106,84,27,0.30996,19.491
106,84,28,0.41751,19.688
106,87,23,0.00779,18.698
106,88,20,0.00992,18.425
106,88,23,0.19239,18.698
106,89,22,0.09044,18.573
106,89,23,0.01479,18.698
106,90,21,0.00747,18.506
106,90,22,0.20361,18.573
106,90,23,0.04556,18.698
106,92,19,0.01506,18.325
106,92,21,0.10374,18.506
106,93,19,0.01727,18.325
106,93,20,0.15930,18.425
106,93,21,0.04227,18.506
106,94,20,0.23971,18.425
106,94,21,0.34711,18.506
106,94,22,0.09699,18.573
106,95,20,0.23175,18.425
106,95,21,0.28651,18.506
106,96,20,0.11952,18.425
106,96,21,0.05761,18.506
106,97,20,0.03100,18.425
106,98,20,0.05506,18.425
106,98,21,0.08472,18.506
106,99,21,0.01589,18.506
107,1,7,0.00220,15.106
107,1,8,0.15198,15.532
107,2,8,0.20286,15.532
107,3,8,0.03990,15.532
107,13,3,0.00510,12.521
107,14,3,0.02697,12.521
107,14,4,0.03064,13.314
107,15,3,0.01391,12.521
107,15,4,0.07612,13.314
107,15,5,0.00255,14.001
107,16,3,0.00389,12.521
107,16,4,0.10232,13.314
107,16,5,0.03658,14.001
107,17,3,0.01157,12.521
107,17,4,0.13254,13.314
107,17,5,0.04009,14.001
107,18,3,0.01813,12.521
107,18,4,0.14537,13.314
107,18,5,0.03634,14.001
107,19,3,0.01512,12.521
107,19,4,0.13154,13.314
107,19,5,0.05559,14.001
107,20,3,0.02035,12.521
107,20,4,0.12403,13.314
107,20,5,0.10867,14.001
107,21,3,0.02756,12.521
107,21,4,0.12979,13.314
107,21,5,0.16532,14.001
107,22,3,0.02865,12.521
107,22,4,0.12573,13.314
107,22,5,0.19650,14.001
107,22,6,0.10036,14.607
107,22,9,0.00693,15.904
107,23,3,0.02775,12.521
107,23,4,0.11101,13.314
107,23,5,0.21648,14.001
107,23,6,0.32962,14.607
107,23,7,0.15882,15.106
107,23,8,0.06028,15.532
107,23,9,0.29374,15.904
107,23,10,0.30467,16.321
107,23,11,0.07641,16.756
107,24,3,0.02156,12.521
107,24,4,0.09792,13.314
107,24,5,0.21706,14.001
107,24,6,0.36894,14.607
107,24,7,0.43093,15.106
107,24,8,0.20213,15.532
107,24,9,0.42207,15.904
107,24,10,0.60154,16.321
107,24,11,0.57355,16.756
107,24,12,0.05392,17.022
107,25,3,0.01382,12.521
107,25,4,0.08741,13.314
107,25,5,0.20825,14.001
107,25,6,0.29311,14.607
107,25,7,0.43841,15.106
107,25,8,0.40421,15.532
107,25,9,0.40410,15.904
107,25,10,0.68662,16.321
107,25,11,0.75161,16.756
107,25,12,0.42070,17.022
107,26,3,0.01078,12.521
107,26,4,0.09375,13.314
107,26,5,0.20633,14.001
107,26,6,0.27217,14.607
107,26,7,0.36554,15.106
107,26,8,0.44443,15.532
107,26,9,0.54241,15.904
107,26,10,0.66303,16.321
107,26,11,0.74642,16.756
107,26,12,0.66609,17.022
107,26,13,0.04097,17.261
107,27,3,0.01346,12.521
107,27,4,0.10760,13.314
107,27,5,0.20710,14.001
107,27,6,0.28964,14.607
107,27,7,0.37066,15.106
107,27,8,0.40443,15.532
107,27,9,0.51488,15.904
107,27,10,0.70460,16.321
107,27,11,0.72268,16.756
107,27,12,0.75161,17.022
107,27,13,0.30144,17.261
107,28,3,0.01630,12.521
107,28,4,0.10226,13.314
107,28,5,0.17798,14.001
107,28,6,0.25054,14.607
107,28,7,0.34792,15.106
107,28,8,0.45688,15.532
107,28,9,0.44732,15.904
107,28,10,0.63216,16.321
107,28,11,0.71704,16.756
107,28,12,0.69119,17.022
107,28,13,0.67497,17.261
107,28,14,0.01812,17.425
107,29,3,0.00785,12.521
107,29,4,0.06441,13.314
107,29,5,0.13207,14.001
107,29,6,0.18266,14.607
107,29,7,0.27815,15.106
107,29,8,0.40343,15.532
107,29,9,0.52921,15.904
107,29,10,0.58161,16.321
107,29,11,0.66880,16.756
107,29,12,0.56944,17.022
107,29,13,0.81389,17.261
107,29,14,0.22789,17.425
107,30,4,0.02857,13.314
107,30,5,0.09089,14.001
107,30,6,0.15260,14.607
107,30,7,0.20497,15.106
107,30,8,0.25071,15.532
107,30,9,0.50773,15.904
107,30,10,0.58812,16.321
107,30,11,0.61224,16.756
107,30,12,0.51223,17.022
107,30,13,0.84634,17.261
107,30,14,0.32131,17.425
107,31,4,0.02594,13.314
107,31,5,0.03635,14.001
107,31,6,0.14658,14.607
107,31,7,0.17119,15.106
107,31,8,0.20446,15.532
107,31,9,0.43077,15.904
107,31,10,0.52820,16.321
107,31,11,0.59365,16.756
107,31,12,0.55440,17.022
107,31,13,0.91590,17.261
107,31,14,0.34099,17.425
107,32,4,0.04082,13.314
107,32,5,0.02054,14.001
107,32,6,0.15785,14.607
107,32,7,0.18372,15.106
107,32,8,0.20390,15.532
107,32,9,0.38007,15.904
107,32,10,0.46247,16.321
107,32,11,0.60064,16.756
107,32,12,0.62906,17.022
107,32,13,0.94898,17.261
107,32,14,0.29501,17.425
107,33,4,0.02974,13.314
107,33,5,0.01429,14.001
107,33,6,0.16686,14.607
107,33,7,0.11108,15.106
107,33,8,0.17997,15.532
107,33,9,0.36159,15.904
107,33,10,0.41186,16.321
107,33,11,0.62080,16.756
107,33,12,0.69201,17.022
107,33,13,0.92077,17.261
107,33,14,0.21574,17.425
107,34,4,0.00688,13.314
107,34,6,0.07720,14.607
107,34,8,0.16745,15.532
107,34,9,0.27091,15.904
107,34,10,0.31163,16.321
107,34,11,0.57429,16.756
