#name=An isolated stratocumulus water cloud out of the entire cloud field.
#original_cloud_data=@storm/data2/gmatheou/Factory/jplles/rev153/rico.20.smagorinsky/MISR01/An
#resampled_cloud_data_grid_size=20,20,40m
32 36 25
0.020 0.020     0.440     0.480     0.520     0.560     0.600     0.640     0.680     0.720     0.760     0.800     0.840     0.880     0.920     0.960     1.000     1.040     1.080     1.120     1.160     1.200     1.240     1.280     1.320     1.360     1.400
2 2 4    0.00675 12.52100
15 8 8    0.08631 15.10600
15 9 4    0.02116 12.52100
15 9 5    0.04333 13.31400
15 9 6    0.00336 14.00100
15 9 7    0.12446 14.60700
15 9 8    0.16406 15.10600
15 9 9    0.18173 15.53200
15 9 10    0.12277 15.90400
15 10 4    0.01483 12.52100
15 10 7    0.01680 14.60700
15 10 8    0.14022 15.10600
15 10 9    0.26006 15.53200
15 10 10    0.47762 15.90400
15 11 8    0.05277 15.10600
15 11 9    0.18478 15.53200
15 11 10    0.52357 15.90400
15 11 11    0.13069 16.32100
15 12 8    0.01240 15.10600
15 12 9    0.14399 15.53200
15 12 10    0.47120 15.90400
15 12 11    0.15279 16.32100
15 13 9    0.08760 15.53200
15 13 10    0.44652 15.90400
15 13 11    0.11162 16.32100
15 14 9    0.03516 15.53200
15 14 10    0.42031 15.90400
15 14 11    0.09837 16.32100
15 14 13    0.11708 17.02200
15 15 4    0.01658 12.52100
15 15 5    0.04384 13.31400
15 15 10    0.37590 15.90400
15 15 11    0.14606 16.32100
15 15 12    0.09184 16.75600
15 15 13    0.53403 17.02200
15 15 14    0.44487 17.26100
15 16 4    0.01660 12.52100
15 16 5    0.04297 13.31400
15 16 10    0.25522 15.90400
15 16 11    0.28819 16.32100
15 16 12    0.21994 16.75600
15 16 13    0.48349 17.02200
15 16 14    0.68464 17.26100
15 16 15    0.03546 17.42500
15 17 4    0.01318 12.52100
15 17 5    0.04765 13.31400
15 17 10    0.10183 15.90400
15 17 11    0.33156 16.32100
15 17 12    0.36214 16.75600
15 17 13    0.51658 17.02200
15 17 14    0.75377 17.26100
15 17 15    0.06842 17.42500
15 18 4    0.01135 12.52100
15 18 5    0.08135 13.31400
15 18 11    0.19636 16.32100
15 18 12    0.41187 16.75600
15 18 13    0.51014 17.02200
15 18 14    0.68851 17.26100
15 19 4    0.01435 12.52100
15 19 5    0.11636 13.31400
15 19 6    0.06041 14.00100
15 19 11    0.01798 16.32100
15 19 12    0.35664 16.75600
15 19 13    0.34423 17.02200
15 19 14    0.26313 17.26100
15 20 4    0.01734 12.52100
15 20 5    0.11888 13.31400
15 20 6    0.21404 14.00100
15 20 7    0.11060 14.60700
15 20 8    0.07677 15.10600
15 20 12    0.18255 16.75600
15 21 4    0.02075 12.52100
15 21 5    0.10596 13.31400
15 21 6    0.23680 14.00100
15 21 7    0.26676 14.60700
15 21 8    0.26420 15.10600
15 21 11    0.01415 16.32100
15 21 12    0.03862 16.75600
15 22 4    0.03330 12.52100
15 22 5    0.12062 13.31400
15 22 6    0.18555 14.00100
15 22 7    0.32647 14.60700
15 22 8    0.35534 15.10600
15 22 9    0.16947 15.53200
15 22 11    0.04080 16.32100
15 22 12    0.00363 16.75600
15 23 4    0.04219 12.52100
15 23 5    0.13661 13.31400
15 23 6    0.17957 14.00100
15 23 7    0.34031 14.60700
15 23 8    0.38493 15.10600
15 23 9    0.34379 15.53200
15 23 11    0.07848 16.32100
15 23 12    0.09663 16.75600
15 24 4    0.03790 12.52100
15 24 5    0.14046 13.31400
15 24 6    0.18413 14.00100
15 24 7    0.34441 14.60700
15 24 8    0.38319 15.10600
15 24 9    0.45194 15.53200
15 24 10    0.05246 15.90400
15 24 11    0.06416 16.32100
15 24 12    0.26062 16.75600
15 24 13    0.20908 17.02200
15 24 14    0.36945 17.26100
15 24 15    0.04949 17.42500
15 25 4    0.03269 12.52100
15 25 5    0.14510 13.31400
15 25 6    0.16711 14.00100
15 25 7    0.34143 14.60700
15 25 8    0.38620 15.10600
15 25 9    0.46691 15.53200
15 25 10    0.12226 15.90400
15 25 11    0.04567 16.32100
15 25 12    0.14515 16.75600
15 25 13    0.22875 17.02200
15 25 14    0.36819 17.26100
15 25 15    0.41615 17.42500
15 25 19    0.00651 18.17600
15 25 20    0.12631 18.32500
15 25 21    0.01230 18.42500
15 26 4    0.03940 12.52100
15 26 5    0.14442 13.31400
15 26 6    0.16332 14.00100
15 26 7    0.33393 14.60700
15 26 8    0.40936 15.10600
15 26 9    0.41186 15.53200
15 26 10    0.14205 15.90400
15 26 11    0.03260 16.32100
15 26 12    0.08947 16.75600
15 26 13    0.19387 17.02200
15 26 14    0.27015 17.26100
15 26 15    0.55459 17.42500
15 26 16    0.00346 17.59300
15 26 19    0.42608 18.17600
15 26 20    0.70379 18.32500
15 26 21    0.48694 18.42500
15 26 22    0.13334 18.50600
15 27 4    0.04419 12.52100
15 27 5    0.14900 13.31400
15 27 6    0.16180 14.00100
15 27 7    0.30428 14.60700
15 27 8    0.42404 15.10600
15 27 9    0.33435 15.53200
15 27 10    0.13697 15.90400
15 27 11    0.00638 16.32100
15 27 12    0.09311 16.75600
15 27 13    0.19011 17.02200
15 27 14    0.28579 17.26100
15 27 15    0.41006 17.42500
15 27 16    0.11177 17.59300
15 27 18    0.07178 17.99000
15 27 19    0.68293 18.17600
15 27 20    1.09900 18.32500
15 27 21    0.75592 18.42500
15 27 22    0.39458 18.50600
15 28 4    0.03720 12.52100
15 28 5    0.16118 13.31400
15 28 6    0.20444 14.00100
15 28 7    0.22367 14.60700
15 28 8    0.42341 15.10600
15 28 9    0.22368 15.53200
15 28 10    0.08579 15.90400
15 28 12    0.08339 16.75600
15 28 13    0.20328 17.02200
15 28 14    0.29224 17.26100
15 28 15    0.36957 17.42500
15 28 16    0.07353 17.59300
15 28 18    0.16367 17.99000
15 28 19    0.50566 18.17600
15 28 20    0.93288 18.32500
15 28 21    0.74568 18.42500
15 28 22    0.51641 18.50600
15 29 4    0.01962 12.52100
15 29 5    0.15309 13.31400
15 29 6    0.25403 14.00100
15 29 7    0.13841 14.60700
15 29 8    0.37045 15.10600
15 29 9    0.09166 15.53200
15 29 12    0.02027 16.75600
15 29 13    0.19086 17.02200
15 29 14    0.31780 17.26100
15 29 15    0.41390 17.42500
15 29 16    0.35436 17.59300
15 29 17    0.04869 17.79400
15 29 18    0.25253 17.99000
15 29 19    0.56393 18.17600
15 29 20    0.87488 18.32500
15 29 21    0.64733 18.42500
15 29 22    0.47229 18.50600
15 30 4    0.01513 12.52100
15 30 5    0.11342 13.31400
15 30 6    0.23473 14.00100
15 30 7    0.13738 14.60700
15 30 8    0.22725 15.10600
15 30 9    0.01340 15.53200
15 30 14    0.17552 17.26100
15 30 15    0.38522 17.42500
15 30 16    0.49777 17.59300
15 30 17    0.41591 17.79400
15 30 18    0.55035 17.99000
15 30 19    0.77304 18.17600
15 30 20    0.70912 18.32500
15 30 21    0.44018 18.42500
15 30 22    0.34867 18.50600
15 31 5    0.08765 13.31400
15 31 6    0.11494 14.00100
15 31 7    0.12765 14.60700
15 31 8    0.04318 15.10600
15 31 15    0.15216 17.42500
15 31 16    0.44392 17.59300
15 31 17    0.44995 17.79400
15 31 18    0.58643 17.99000
15 31 19    0.80938 18.17600
15 31 20    0.38552 18.32500
15 31 21    0.21520 18.42500
15 31 22    0.14159 18.50600
15 32 5    0.04945 13.31400
15 32 15    0.00883 17.42500
15 32 16    0.18024 17.59300
15 32 17    0.14122 17.79400
15 32 18    0.30581 17.99000
15 32 19    0.58897 18.17600
15 32 20    0.10554 18.32500
15 33 18    0.08418 17.99000
15 33 19    0.15815 18.17600
16 3 5    0.11627 13.31400
16 3 6    0.01427 14.00100
16 4 4    0.05488 12.52100
16 4 5    0.13725 13.31400
16 4 6    0.10625 14.00100
16 5 4    0.04734 12.52100
16 5 5    0.11318 13.31400
16 5 6    0.23583 14.00100
16 6 4    0.01101 12.52100
16 6 5    0.13292 13.31400
16 6 6    0.21211 14.00100
16 6 7    0.07676 14.60700
16 7 4    0.00158 12.52100
16 7 5    0.08658 13.31400
16 7 6    0.11539 14.00100
16 7 7    0.10235 14.60700
16 8 4    0.00177 12.52100
16 8 5    0.02391 13.31400
16 8 6    0.01130 14.00100
16 8 7    0.07623 14.60700
16 9 7    0.00948 14.60700
16 10 9    0.02906 15.53200
16 10 10    0.23632 15.90400
16 11 9    0.05217 15.53200
16 11 10    0.43380 15.90400
16 11 11    0.01545 16.32100
16 12 9    0.01142 15.53200
16 12 10    0.42911 15.90400
16 12 11    0.06849 16.32100
16 13 10    0.41241 15.90400
16 13 11    0.03540 16.32100
16 14 10    0.38749 15.90400
16 15 10    0.31083 15.90400
16 15 12    0.15088 16.75600
16 15 13    0.49127 17.02200
16 15 14    0.10714 17.26100
16 16 4    0.00882 12.52100
16 16 10    0.18653 15.90400
16 16 11    0.00490 16.32100
16 16 12    0.14467 16.75600
16 16 13    0.54242 17.02200
16 16 14    0.48773 17.26100
16 17 4    0.01548 12.52100
16 17 5    0.03374 13.31400
16 17 10    0.03833 15.90400
16 17 11    0.03663 16.32100
16 17 12    0.22706 16.75600
16 17 13    0.46062 17.02200
16 17 14    0.63128 17.26100
16 18 4    0.01777 12.52100
16 18 5    0.07728 13.31400
16 18 12    0.31264 16.75600
16 18 13    0.51481 17.02200
16 18 14    0.57167 17.26100
16 19 4    0.01563 12.52100
16 19 5    0.12299 13.31400
16 19 6    0.03667 14.00100
16 19 7    0.06160 14.60700
16 19 12    0.31031 16.75600
16 19 13    0.40838 17.02200
16 19 14    0.20566 17.26100
16 20 4    0.01768 12.52100
16 20 5    0.11909 13.31400
16 20 6    0.20659 14.00100
16 20 7    0.21059 14.60700
16 20 8    0.07683 15.10600
16 20 12    0.19225 16.75600
16 20 13    0.03950 17.02200
16 21 4    0.02158 12.52100
16 21 5    0.10176 13.31400
16 21 6    0.24224 14.00100
16 21 7    0.31943 14.60700
16 21 8    0.17037 15.10600
16 21 12    0.04150 16.75600
16 22 4    0.02969 12.52100
16 22 5    0.11620 13.31400
16 22 6    0.18943 14.00100
16 22 7    0.34458 14.60700
16 22 8    0.37341 15.10600
16 22 9    0.03192 15.53200
16 23 4    0.04224 12.52100
16 23 5    0.13725 13.31400
16 23 6    0.17895 14.00100
16 23 7    0.32438 14.60700
16 23 8    0.44813 15.10600
16 23 9    0.23938 15.53200
16 23 11    0.06139 16.32100
16 23 12    0.01339 16.75600
16 24 4    0.04322 12.52100
16 24 5    0.15286 13.31400
16 24 6    0.18387 14.00100
16 24 7    0.32353 14.60700
16 24 8    0.42458 15.10600
16 24 9    0.43819 15.53200
16 24 10    0.01421 15.90400
16 24 11    0.11020 16.32100
16 24 12    0.19400 16.75600
16 24 14    0.01457 17.26100
16 25 4    0.03828 12.52100
16 25 5    0.16805 13.31400
16 25 6    0.18873 14.00100
16 25 7    0.34304 14.60700
16 25 8    0.39428 15.10600
16 25 9    0.52479 15.53200
16 25 10    0.10620 15.90400
16 25 11    0.13492 16.32100
16 25 12    0.27082 16.75600
16 25 13    0.11315 17.02200
16 25 14    0.34575 17.26100
16 25 15    0.18405 17.42500
16 26 4    0.04114 12.52100
16 26 5    0.17471 13.31400
16 26 6    0.18576 14.00100
16 26 7    0.33604 14.60700
16 26 8    0.39966 15.10600
16 26 9    0.55355 15.53200
16 26 10    0.16760 15.90400
16 26 11    0.12883 16.32100
16 26 12    0.19980 16.75600
16 26 13    0.20783 17.02200
16 26 14    0.34253 17.26100
16 26 15    0.51774 17.42500
16 26 19    0.20852 18.17600
16 26 20    0.41613 18.32500
16 26 21    0.06216 18.42500
16 27 4    0.04662 12.52100
16 27 5    0.17392 13.31400
16 27 6    0.17943 14.00100
16 27 7    0.31042 14.60700
16 27 8    0.43191 15.10600
16 27 9    0.52617 15.53200
16 27 10    0.20483 15.90400
16 27 11    0.06236 16.32100
16 27 12    0.19301 16.75600
16 27 13    0.22386 17.02200
16 27 14    0.34409 17.26100
16 27 15    0.47793 17.42500
16 27 16    0.10461 17.59300
16 27 19    0.54780 18.17600
16 27 20    0.84351 18.32500
16 27 21    0.26543 18.42500
16 28 4    0.04136 12.52100
16 28 5    0.17019 13.31400
16 28 6    0.20416 14.00100
16 28 7    0.26797 14.60700
16 28 8    0.46251 15.10600
16 28 9    0.45617 15.53200
16 28 10    0.19479 15.90400
16 28 12    0.15240 16.75600
16 28 13    0.18720 17.02200
16 28 14    0.32611 17.26100
16 28 15    0.41100 17.42500
16 28 16    0.13198 17.59300
16 28 18    0.08867 17.99000
16 28 19    0.50060 18.17600
16 28 20    0.90588 18.32500
16 28 21    0.28019 18.42500
16 28 22    0.00144 18.50600
16 29 4    0.02759 12.52100
16 29 5    0.13158 13.31400
16 29 6    0.25396 14.00100
16 29 7    0.21195 14.60700
16 29 8    0.44122 15.10600
16 29 9    0.35118 15.53200
16 29 10    0.13397 15.90400
16 29 13    0.01169 17.02200
16 29 14    0.19458 17.26100
16 29 15    0.34451 17.42500
16 29 16    0.26849 17.59300
16 29 17    0.00775 17.79400
16 29 18    0.15036 17.99000
16 29 19    0.51760 18.17600
16 29 20    0.68104 18.32500
16 29 21    0.11916 18.42500
16 30 4    0.01926 12.52100
16 30 5    0.07976 13.31400
16 30 6    0.23965 14.00100
16 30 7    0.19530 14.60700
16 30 8    0.31706 15.10600
16 30 9    0.20664 15.53200
16 30 15    0.21442 17.42500
16 30 16    0.34879 17.59300
16 30 17    0.23290 17.79400
16 30 18    0.38639 17.99000
16 30 19    0.68799 18.17600
16 30 20    0.43007 18.32500
16 31 5    0.05865 13.31400
16 31 6    0.13512 14.00100
16 31 7    0.20001 14.60700
16 31 8    0.10005 15.10600
16 31 15    0.00876 17.42500
16 31 16    0.24918 17.59300
16 31 17    0.32952 17.79400
16 31 18    0.50004 17.99000
16 31 19    0.72528 18.17600
16 31 20    0.20409 18.32500
16 32 5    0.01948 13.31400
16 32 7    0.07904 14.60700
16 32 15    0.00566 17.42500
16 32 16    0.15072 17.59300
16 32 17    0.09975 17.79400
16 32 18    0.23156 17.99000
16 32 19    0.49221 18.17600
16 32 20    0.00179 18.32500
16 33 18    0.00559 17.99000
17 4 4    0.03032 12.52100
17 4 5    0.01950 13.31400
17 4 6    0.00818 14.00100
17 5 4    0.03139 12.52100
17 5 5    0.02529 13.31400
17 5 6    0.06599 14.00100
17 6 4    0.01869 12.52100
17 6 5    0.06380 13.31400
17 6 6    0.12128 14.00100
17 7 5    0.08357 13.31400
17 7 6    0.05253 14.00100
17 8 5    0.01578 13.31400
17 11 10    0.08576 15.90400
17 12 10    0.20832 15.90400
17 13 10    0.18011 15.90400
17 14 10    0.10654 15.90400
17 15 12    0.08371 16.75600
17 15 13    0.26322 17.02200
17 16 12    0.24294 16.75600
17 16 13    0.66259 17.02200
17 16 14    0.27094 17.26100
17 17 4    0.02702 12.52100
17 17 5    0.03880 13.31400
17 17 12    0.23048 16.75600
17 17 13    0.44498 17.02200
17 17 14    0.49191 17.26100
17 18 4    0.02703 12.52100
17 18 5    0.07626 13.31400
17 18 12    0.26159 16.75600
17 18 13    0.47768 17.02200
17 18 14    0.49233 17.26100
17 19 4    0.02204 12.52100
17 19 5    0.14447 13.31400
17 19 6    0.04435 14.00100
17 19 7    0.09581 14.60700
17 19 12    0.26651 16.75600
17 19 13    0.40388 17.02200
17 19 14    0.16719 17.26100
17 20 4    0.01808 12.52100
17 20 5    0.13414 13.31400
17 20 6    0.20738 14.00100
17 20 7    0.24089 14.60700
17 20 8    0.02325 15.10600
17 20 12    0.19283 16.75600
17 20 13    0.02241 17.02200
17 21 4    0.02246 12.52100
17 21 5    0.09556 13.31400
17 21 6    0.24595 14.00100
17 21 7    0.34723 14.60700
17 21 8    0.12139 15.10600
17 21 12    0.06906 16.75600
17 22 4    0.02533 12.52100
17 22 5    0.11077 13.31400
17 22 6    0.19608 14.00100
17 22 7    0.35419 14.60700
17 22 8    0.33703 15.10600
17 22 11    0.00849 16.32100
17 22 12    0.02588 16.75600
17 23 4    0.03735 12.52100
17 23 5    0.13764 13.31400
17 23 6    0.19713 14.00100
17 23 7    0.29982 14.60700
17 23 8    0.44434 15.10600
17 23 9    0.08669 15.53200
17 23 11    0.05907 16.32100
17 24 4    0.04590 12.52100
17 24 5    0.15501 13.31400
17 24 6    0.21528 14.00100
17 24 7    0.30120 14.60700
17 24 8    0.42260 15.10600
17 24 9    0.22482 15.53200
17 24 11    0.13647 16.32100
17 24 12    0.07701 16.75600
17 25 4    0.04167 12.52100
17 25 5    0.17131 13.31400
17 25 6    0.22502 14.00100
17 25 7    0.33414 14.60700
17 25 8    0.39445 15.10600
17 25 9    0.40267 15.53200
17 25 11    0.23045 16.32100
17 25 12    0.19107 16.75600
17 26 4    0.04146 12.52100
17 26 5    0.17560 13.31400
17 26 6    0.22650 14.00100
17 26 7    0.34271 14.60700
17 26 8    0.38974 15.10600
17 26 9    0.51214 15.53200
17 26 10    0.02000 15.90400
17 26 11    0.24005 16.32100
17 26 12    0.23752 16.75600
17 26 14    0.19455 17.26100
17 26 15    0.12491 17.42500
17 26 19    0.07117 18.17600
17 26 20    0.01263 18.32500
17 27 4    0.05002 12.52100
17 27 5    0.16337 13.31400
17 27 6    0.21913 14.00100
17 27 7    0.31233 14.60700
17 27 8    0.39706 15.10600
17 27 9    0.57324 15.53200
17 27 10    0.09946 15.90400
17 27 11    0.11821 16.32100
17 27 12    0.19022 16.75600
17 27 13    0.01701 17.02200
17 27 14    0.20669 17.26100
17 27 15    0.21869 17.42500
17 27 19    0.46991 18.17600
17 27 20    0.37414 18.32500
17 28 4    0.04711 12.52100
17 28 5    0.15339 13.31400
17 28 6    0.21783 14.00100
17 28 7    0.29709 14.60700
17 28 8    0.40778 15.10600
17 28 9    0.57832 15.53200
17 28 10    0.16324 15.90400
17 28 12    0.02793 16.75600
17 28 14    0.08203 17.26100
17 28 15    0.14668 17.42500
17 28 19    0.48918 18.17600
17 28 20    0.67960 18.32500
17 29 4    0.03283 12.52100
17 29 5    0.12968 13.31400
17 29 6    0.23035 14.00100
17 29 7    0.27608 14.60700
17 29 8    0.41096 15.10600
17 29 9    0.50111 15.53200
17 29 10    0.12521 15.90400
17 29 18    0.03007 17.99000
17 29 19    0.41156 18.17600
17 29 20    0.53525 18.32500
17 30 4    0.02633 12.52100
17 30 5    0.08461 13.31400
17 30 6    0.21322 14.00100
17 30 7    0.26451 14.60700
17 30 8    0.34043 15.10600
17 30 9    0.30725 15.53200
17 30 18    0.14384 17.99000
17 30 19    0.58750 18.17600
17 30 20    0.28938 18.32500
17 31 5    0.03146 13.31400
17 31 6    0.11291 14.00100
17 31 7    0.22714 14.60700
17 31 8    0.18620 15.10600
17 31 9    0.02817 15.53200
17 31 17    0.05874 17.79400
17 31 18    0.32132 17.99000
17 31 19    0.62605 18.17600
17 31 20    0.11464 18.32500
17 32 7    0.08767 14.60700
17 32 8    0.01268 15.10600
17 32 17    0.03276 17.79400
17 32 18    0.11903 17.99000
17 32 19    0.37113 18.17600
18 5 4    0.00108 12.52100
18 6 4    0.00680 12.52100
18 7 5    0.00895 13.31400
18 8 5    0.00220 13.31400
18 15 13    0.07578 17.02200
18 16 8    0.00920 15.10600
18 16 12    0.22944 16.75600
18 16 13    0.58898 17.02200
18 16 14    0.08712 17.26100
18 17 4    0.02886 12.52100
18 17 5    0.00401 13.31400
18 17 12    0.31273 16.75600
18 17 13    0.55378 17.02200
18 17 14    0.31582 17.26100
18 18 4    0.05770 12.52100
18 18 5    0.06761 13.31400
18 18 6    0.00569 14.00100
18 18 12    0.29944 16.75600
18 18 13    0.42185 17.02200
18 18 14    0.39475 17.26100
18 19 4    0.03036 12.52100
18 19 5    0.15968 13.31400
18 19 6    0.07588 14.00100
18 19 7    0.01675 14.60700
18 19 12    0.26974 16.75600
18 19 13    0.38399 17.02200
18 19 14    0.22368 17.26100
18 20 4    0.01489 12.52100
18 20 5    0.16661 13.31400
18 20 6    0.20848 14.00100
18 20 7    0.16777 14.60700
18 20 11    0.01554 16.32100
18 20 12    0.21194 16.75600
18 20 13    0.07365 17.02200
18 20 14    0.07280 17.26100
18 21 4    0.02041 12.52100
18 21 5    0.10327 13.31400
18 21 6    0.24799 14.00100
18 21 7    0.33720 14.60700
18 21 8    0.08167 15.10600
18 21 11    0.04745 16.32100
18 21 12    0.11548 16.75600
18 21 13    0.03361 17.02200
18 22 4    0.02303 12.52100
18 22 5    0.10396 13.31400
18 22 6    0.20661 14.00100
18 22 7    0.36350 14.60700
18 22 8    0.22891 15.10600
18 22 11    0.05852 16.32100
18 22 12    0.10898 16.75600
18 23 4    0.03155 12.52100
18 23 5    0.13851 13.31400
18 23 6    0.21457 14.00100
18 23 7    0.30303 14.60700
18 23 8    0.35274 15.10600
18 23 11    0.07639 16.32100
18 23 12    0.03952 16.75600
18 24 4    0.04630 12.52100
18 24 5    0.15103 13.31400
18 24 6    0.24309 14.00100
18 24 7    0.29392 14.60700
18 24 8    0.38105 15.10600
18 24 9    0.04697 15.53200
18 24 11    0.14541 16.32100
18 25 4    0.04313 12.52100
18 25 5    0.16636 13.31400
18 25 6    0.24484 14.00100
18 25 7    0.32951 14.60700
18 25 8    0.39517 15.10600
18 25 9    0.16011 15.53200
18 25 11    0.26959 16.32100
18 25 12    0.04843 16.75600
18 26 4    0.03993 12.52100
18 26 5    0.16533 13.31400
18 26 6    0.24739 14.00100
18 26 7    0.33148 14.60700
18 26 8    0.39844 15.10600
18 26 9    0.30903 15.53200
18 26 11    0.19384 16.32100
18 26 12    0.06706 16.75600
18 27 4    0.04526 12.52100
18 27 5    0.14976 13.31400
18 27 6    0.24372 14.00100
18 27 7    0.31649 14.60700
18 27 8    0.38544 15.10600
18 27 9    0.42872 15.53200
18 27 11    0.08629 16.32100
18 27 19    0.10450 18.17600
18 28 4    0.04305 12.52100
18 28 5    0.13908 13.31400
18 28 6    0.22788 14.00100
18 28 7    0.30092 14.60700
18 28 8    0.36693 15.10600
18 28 9    0.47737 15.53200
18 28 19    0.49458 18.17600
18 28 20    0.30648 18.32500
18 29 4    0.03217 12.52100
18 29 5    0.12404 13.31400
18 29 6    0.21325 14.00100
18 29 7    0.28911 14.60700
18 29 8    0.36213 15.10600
18 29 9    0.40301 15.53200
18 29 19    0.39571 18.17600
18 29 20    0.51219 18.32500
18 30 4    0.01661 12.52100
18 30 5    0.08503 13.31400
18 30 6    0.17008 14.00100
18 30 7    0.26367 14.60700
18 30 8    0.33759 15.10600
18 30 9    0.21795 15.53200
18 30 19    0.40780 18.17600
18 30 20    0.31660 18.32500
18 31 5    0.00615 13.31400
18 31 6    0.07596 14.00100
18 31 7    0.19287 14.60700
18 31 8    0.22470 15.10600
18 31 9    0.01920 15.53200
18 31 18    0.01070 17.99000
18 31 19    0.43758 18.17600
18 31 20    0.09147 18.32500
18 32 7    0.01923 14.60700
18 32 8    0.04818 15.10600
18 32 19    0.13649 18.17600
19 16 12    0.15424 16.75600
19 16 13    0.40114 17.02200
19 17 12    0.33563 16.75600
19 17 13    0.62498 17.02200
19 17 14    0.20535 17.26100
19 18 4    0.07805 12.52100
19 18 5    0.03802 13.31400
19 18 11    0.00625 16.32100
19 18 12    0.34142 16.75600
19 18 13    0.47605 17.02200
19 18 14    0.27838 17.26100
19 19 4    0.04653 12.52100
19 19 5    0.14692 13.31400
19 19 6    0.07155 14.00100
19 19 11    0.01940 16.32100
19 19 12    0.32634 16.75600
19 19 13    0.48105 17.02200
19 19 14    0.24229 17.26100
19 20 4    0.00376 12.52100
19 20 5    0.17819 13.31400
19 20 6    0.21656 14.00100
19 20 7    0.12176 14.60700
19 20 11    0.02488 16.32100
19 20 12    0.29204 16.75600
19 20 13    0.38778 17.02200
19 20 14    0.11139 17.26100
19 21 4    0.01600 12.52100
19 21 5    0.11093 13.31400
19 21 6    0.25195 14.00100
19 21 7    0.31373 14.60700
19 21 8    0.04414 15.10600
19 21 11    0.06038 16.32100
19 21 12    0.25336 16.75600
19 21 13    0.24653 17.02200
19 22 4    0.03151 12.52100
19 22 5    0.10837 13.31400
19 22 6    0.20114 14.00100
19 22 7    0.36557 14.60700
19 22 8    0.14203 15.10600
19 22 11    0.13496 16.32100
19 22 12    0.21202 16.75600
19 22 13    0.08852 17.02200
19 23 4    0.03707 12.52100
19 23 5    0.14625 13.31400
19 23 6    0.21142 14.00100
19 23 7    0.31789 14.60700
19 23 8    0.23027 15.10600
19 23 11    0.09387 16.32100
19 23 12    0.10762 16.75600
19 23 13    0.02761 17.02200
19 24 4    0.05203 12.52100
19 24 5    0.14807 13.31400
19 24 6    0.25694 14.00100
19 24 7    0.30387 14.60700
19 24 8    0.28361 15.10600
19 24 11    0.09997 16.32100
19 25 4    0.04518 12.52100
19 25 5    0.15382 13.31400
19 25 6    0.25082 14.00100
19 25 7    0.33037 14.60700
19 25 8    0.32662 15.10600
19 25 9    0.02755 15.53200
19 25 11    0.08668 16.32100
19 26 4    0.02908 12.52100
19 26 5    0.15435 13.31400
19 26 6    0.23680 14.00100
19 26 7    0.33497 14.60700
19 26 8    0.36565 15.10600
19 26 9    0.12977 15.53200
19 26 11    0.01412 16.32100
19 27 4    0.02527 12.52100
19 27 5    0.13833 13.31400
19 27 6    0.23866 14.00100
19 27 7    0.32358 14.60700
19 27 8    0.38515 15.10600
19 27 9    0.20931 15.53200
19 28 4    0.02539 12.52100
19 28 5    0.12336 13.31400
19 28 6    0.22975 14.00100
19 28 7    0.31551 14.60700
19 28 8    0.38288 15.10600
19 28 9    0.24786 15.53200
19 28 19    0.10872 18.17600
19 28 20    0.01834 18.32500
19 29 4    0.02331 12.52100
19 29 5    0.10129 13.31400
19 29 6    0.21088 14.00100
19 29 7    0.29728 14.60700
19 29 8    0.35058 15.10600
19 29 9    0.08973 15.53200
19 29 19    0.27685 18.17600
19 29 20    0.32415 18.32500
19 30 5    0.06002 13.31400
19 30 6    0.16158 14.00100
19 30 7    0.25691 14.60700
19 30 8    0.26100 15.10600
19 30 19    0.25027 18.17600
19 30 20    0.42191 18.32500
19 31 5    0.00126 13.31400
19 31 6    0.07340 14.00100
19 31 7    0.15210 14.60700
19 31 8    0.08460 15.10600
19 31 19    0.22259 18.17600
19 31 20    0.19779 18.32500
19 32 19    0.01679 18.17600
20 16 12    0.03854 16.75600
20 16 13    0.06243 17.02200
20 17 12    0.28094 16.75600
20 17 13    0.55217 17.02200
20 17 14    0.02304 17.26100
20 18 4    0.06981 12.52100
20 18 12    0.36201 16.75600
20 18 13    0.61246 17.02200
20 18 14    0.20064 17.26100
20 19 4    0.06360 12.52100
20 19 5    0.10766 13.31400
20 19 6    0.05350 14.00100
20 19 7    0.00113 14.60700
20 19 11    0.01521 16.32100
20 19 12    0.35330 16.75600
20 19 13    0.53219 17.02200
20 19 14    0.20255 17.26100
20 20 4    0.00333 12.52100
20 20 5    0.16341 13.31400
20 20 6    0.19940 14.00100
20 20 7    0.07545 14.60700
20 20 11    0.04518 16.32100
20 20 12    0.36061 16.75600
20 20 13    0.48305 17.02200
20 20 14    0.01784 17.26100
20 21 4    0.01676 12.52100
20 21 5    0.11450 13.31400
20 21 6    0.24695 14.00100
20 21 7    0.21606 14.60700
20 21 11    0.03556 16.32100
20 21 12    0.35185 16.75600
20 21 13    0.23683 17.02200
20 22 4    0.05855 12.52100
20 22 5    0.11667 13.31400
20 22 6    0.20846 14.00100
20 22 7    0.32000 14.60700
20 22 8    0.04320 15.10600
20 22 11    0.07687 16.32100
20 22 12    0.31478 16.75600
20 22 13    0.12275 17.02200
20 23 4    0.05451 12.52100
20 23 5    0.15420 13.31400
20 23 6    0.21126 14.00100
20 23 7    0.32478 14.60700
20 23 8    0.10705 15.10600
20 23 11    0.06272 16.32100
20 23 12    0.16533 16.75600
20 23 13    0.00884 17.02200
20 24 4    0.05209 12.52100
